date,staff_id,shift,available,preferred_shift,availability_reason
2023-03-14,S001,Dinner,,Flexible,Personal
2023-03-15,S001,Lunch,True,Flexible,Regular availability
2023-03-15,S001,Dinner,True,Flexible,Regular availability
2023-03-16,S001,Lunch,False,Flexible,School
2023-03-16,S001,Dinner,True,Flexible,Regular availability
2023-03-17,S001,Lunch,True,Flexible,Regular availability
2023-03-17,S001,Dinner,True,Flexible,Regular availability
2023-03-18,S001,Lunch,False,Flexible,Time off
2023-03-18,S001,Dinner,True,Flexible,Regular availability
2023-03-19,S001,Lunch,True,Flexible,Regular availability
2023-03-19,S001,Dinner,False,Flexible,Time off
2023-03-20,S001,Lunch,True,Flexible,Regular availability
2023-03-20,S001,Dinner,False,Flexible,School
2023-03-21,S001,Lunch,True,Flexible,Regular availability
2023-03-21,S001,Dinner,True,Flexible,Regular availability
2023-03-22,S001,Lunch,True,Flexible,Regular availability
2023-03-22,S001,Dinner,False,Flexible,Time off
2023-03-23,S001,Lunch,True,Flexible,Regular availability
2023-03-23,S001,Dinner,True,Flexible,Regular availability
2023-03-24,S001,Lunch,False,Flexible,Time off
2023-03-24,S001,Dinner,True,Flexible,Regular availability
2023-03-25,S001,Lunch,True,Flexible,Regular availability
2023-03-25,S001,Dinner,True,Flexible,Regular availability
2023-03-26,S001,Lunch,True,Flexible,Regular availability
2023-03-26,S001,Dinner,True,Flexible,Regular availability
2023-03-27,S001,Lunch,True,Flexible,Regular availability
2023-03-27,S001,Dinner,True,Flexible,Regular availability
2023-03-28,S001,Lunch,True,Flexible,Regular availability
2023-03-28,S001,Dinner,True,Flexible,Regular availability
2023-03-29,S001,Lunch,False,Flexible,Time off
2023-03-29,S001,Dinner,True,Flexible,Regular availability
2023-03-30,S001,Lunch,True,Flexible,Regular availability
2023-03-30,S001,Dinner,True,Flexible,Regular availability
2023-03-31,S001,Lunch,True,Flexible,Regular availability
2023-03-31,S001,Dinner,True,Flexible,Regular availability
2023-04-01,S001,Lunch,False,Flexible,School
2023-04-01,S001,Dinner,True,Flexible,Regular availability
2023-04-02,S001,Lunch,True,Flexible,Regular availability
2023-04-02,S001,Dinner,True,Flexible,Regular availability
2023-04-03,S001,Lunch,True,Flexible,Regular availability
2023-04-03,S001,Dinner,True,Flexible,Regular availability
2023-04-04,S001,Lunch,True,Flexible,Regular availability
2023-04-04,S001,Dinner,True,Flexible,Regular availability
2023-04-05,S001,Lunch,True,Flexible,Regular availability
2023-04-05,S001,Dinner,False,Flexible,School
2023-04-06,S001,Lunch,False,Dinner,School
2023-04-06,S001,Dinner,True,Flexible,Regular availability
2023-04-07,S001,Lunch,True,Flexible,Regular availability
2023-04-07,S001,Dinner,True,Flexible,Regular availability
2023-04-08,S001,Lunch,True,Flexible,Regular availability
2023-04-08,S001,Dinner,True,Flexible,Regular availability
2023-04-09,S001,Lunch,True,Flexible,Regular availability
2023-04-09,S001,Dinner,True,Flexible,Regular availability
2023-04-10,S001,Lunch,True,Flexible,Regular availability
2023-04-10,S001,Dinner,True,Flexible,Regular availability
2023-04-11,S001,Lunch,True,Flexible,Regular availability
2023-04-11,S001,Dinner,True,Flexible,Regular availability
2023-04-12,S001,Lunch,True,Flexible,Regular availability
2023-04-12,S001,Dinner,True,Flexible,Regular availability
2023-04-13,S001,Lunch,True,Flexible,Regular availability
2023-04-13,S001,Dinner,True,Flexible,Regular availability
2023-04-14,S001,Lunch,True,Flexible,Regular availability
2023-04-14,S001,Dinner,True,Flexible,Regular availability
2023-04-15,S001,Lunch,False,Flexible,School
2023-04-15,S001,Dinner,True,Flexible,Regular availability
2023-04-16,S001,Lunch,True,Flexible,Regular availability
2023-04-16,S001,Dinner,True,Flexible,Regular availability
2023-04-17,S001,Lunch,True,Flexible,Regular availability
2023-04-17,S001,Dinner,True,Flexible,Regular availability
2023-04-18,S001,Lunch,True,Flexible,Regular availability
2023-04-18,S001,Dinner,True,Flexible,Regular availability
2023-04-19,S001,Lunch,True,Flexible,Regular availability
2023-04-19,S001,Dinner,True,Flexible,Regular availability
2023-04-20,S001,Lunch,True,Flexible,Regular availability
2023-04-20,S001,Dinner,True,Flexible,Regular availability
2023-04-21,S001,Lunch,True,Flexible,Regular availability
2023-04-21,S001,Dinner,True,Flexible,Regular availability
2023-04-22,S001,Lunch,True,Flexible,Regular availability
2023-04-22,S001,Dinner,True,Flexible,Regular availability
2023-04-23,S001,Lunch,True,Flexible,Regular availability
2023-04-23,S001,Dinner,True,Flexible,Regular availability
2023-04-24,S001,Lunch,True,Flexible,Regular availability
2023-04-24,S001,Dinner,True,Flexible,Regular availability
2023-04-25,S001,Lunch,True,Flexible,Regular availability
2023-04-25,S001,Dinner,True,Flexible,Regular availability
2023-04-26,S001,Lunch,True,Flexible,Regular availability
2023-04-26,S001,Dinner,True,Flexible,Regular availability
2023-04-27,S001,Lunch,True,Flexible,Regular availability
2023-04-27,S001,Dinner,True,Flexible,Regular availability
2023-04-28,S001,Lunch,False,Flexible,Personal
2023-04-28,S001,Dinner,True,Flexible,Regular availability
2023-04-29,S001,Lunch,True,Flexible,Regular availability
2023-04-29,S001,Dinner,True,Flexible,Regular availability
2023-04-30,S001,Lunch,True,Flexible,Regular availability
2023-04-30,S001,Dinner,True,Flexible,Regular availability
2023-05-01,S001,Lunch,True,Flexible,Regular availability
2023-05-01,S001,Dinner,True,Flexible,Regular availability
2023-05-02,S001,Lunch,True,Flexible,Regular availability
2023-05-02,S001,Dinner,False,Flexible,School
2023-05-03,S001,Lunch,True,Flexible,Regular availability
2023-05-03,S001,Dinner,True,Flexible,Regular availability
2023-05-04,S001,Lunch,True,Flexible,Regular availability
2023-05-04,S001,Dinner,True,Flexible,Regular availability
2023-05-05,S001,Lunch,True,Flexible,Regular availability
2023-05-05,S001,Dinner,True,Flexible,Regular availability
2023-05-06,S001,Lunch,True,Flexible,Regular availability
2023-05-06,S001,Dinner,True,Flexible,Regular availability
2023-05-07,S001,Lunch,True,Flexible,Regular availability
2023-05-07,S001,Dinner,True,Flexible,Regular availability
2023-05-08,S001,Lunch,True,Flexible,Regular availability
2023-05-08,S001,Dinner,True,Flexible,Regular availability
2023-05-09,S001,Lunch,True,Flexible,Regular availability
2023-05-09,S001,Dinner,True,Flexible,Regular availability
2023-05-10,S001,Lunch,False,Flexible,Time off
2023-05-10,S001,Dinner,True,Flexible,Regular availability
2023-05-11,S001,Lunch,True,lunch,Regular availability
2023-05-11,S001,Dinner,True,Flexible,Regular availability
2023-05-12,S001,Lunch,True,Flexible,Regular availability
2023-05-12,S001,Dinner,True,Flexible,Regular availability
2023-05-13,S001,Lunch,True,Flexible,Regular availability
2023-05-13,S001,Dinner,True,Flexible,Regular availability
2023-05-14,S001,Lunch,True,Flexible,Regular availability
2023-05-14,S001,Dinner,True,Flexible,Regular availability
2023-05-15,S001,Lunch,True,Flexible,Regular availability
2023-05-15,S001,Dinner,True,Flexible,Regular availability
2023-05-16,S001,Lunch,True,Flexible,Regular availability
2023-05-16,S001,Dinner,True,Flexible,Regular availability
2023-05-17,S001,Lunch,False,Flexible,Time off
2023-05-17,S001,Dinner,True,Flexible,Regular availability
2023-05-18,S001,Lunch,True,Flexible,Regular availability
2023-05-18,S001,Dinner,True,Flexible,Regular availability
2023-05-19,S001,Lunch,True,Flexible,Regular availability
2023-05-19,S001,Dinner,True,Flexible,Regular availability
2023-05-20,S001,Lunch,True,Flexible,Regular availability
2023-05-20,S001,Dinner,True,Flexible,Regular availability
2023-05-21,S001,Lunch,True,Flexible,Regular availability
2023-05-21,S001,Dinner,True,Flexible,Regular availability
2023-05-22,S001,Lunch,True,Flexible,Regular availability
2023-05-22,S001,Dinner,True,Flexible,Regular availability
2023-05-23,S001,Lunch,True,Flexible,Regular availability
2023-05-23,S001,Dinner,True,Flexible,Regular availability
2023-05-24,S001,Lunch,True,Flexible,Regular availability
2023-05-24,S001,Dinner,True,Flexible,Regular availability
2023-05-25,S001,Lunch,True,Flexible,Regular availability
2023-05-25,S001,Dinner,True,Flexible,Regular availability
2023-05-26,S001,Lunch,True,Flexible,Regular availability
2023-05-26,S001,Dinner,True,Flexible,Regular availability
2023-05-27,S001,Lunch,False,Flexible,Time off
2023-05-27,S001,Dinner,True,Flexible,Regular availability
2023-05-28,S001,Lunch,False,Flexible,Time off
2023-05-28,S001,Dinner,True,Flexible,Regular availability
2023-05-29,S001,Lunch,True,Flexible,Regular availability
2023-05-29,S001,Dinner,True,Flexible,Regular availability
2023-05-30,S001,Lunch,True,Flexible,Regular availability
2023-05-30,S001,Dinner,True,Flexible,Regular availability
2023-05-31,S001,Lunch,True,Flexible,Regular availability
2023-05-31,S001,Dinner,True,Flexible,Regular availability
2023-06-01,S001,Lunch,True,Flexible,Regular availability
2023-06-01,S001,Dinner,True,Flexible,Regular availability
2023-06-02,S001,Lunch,True,Flexible,Regular availability
2023-06-02,S001,Dinner,True,Flexible,Regular availability
2023-06-03,S001,Lunch,True,Flexible,Regular availability
2023-06-03,S001,Dinner,False,Flexible,Time off
2023-06-04,S001,Lunch,True,Flexible,Regular availability
2023-06-04,S001,Dinner,True,Flexible,Regular availability
2023-06-05,S001,Lunch,True,Flexible,Regular availability
2023-06-05,S001,Dinner,True,Flexible,Regular availability
2023-06-06,S001,Lunch,False,Flexible,School
2023-06-06,S001,Dinner,True,Flexible,Regular availability
2023-06-07,S001,Lunch,True,Flexible,Regular availability
2023-06-07,S001,Dinner,True,Flexible,Regular availability
2023-06-08,S001,Lunch,True,Flexible,Regular availability
2023-06-08,S001,Dinner,True,Flexible,Regular availability
2023-06-09,S001,Lunch,True,Flexible,Regular availability
2023-06-09,S001,Dinner,True,Flexible,Regular availability
2023-06-10,S001,Lunch,True,Flexible,Regular availability
2023-06-10,S001,Dinner,True,Flexible,Regular availability
2023-06-11,S001,Lunch,True,Flexible,Regular availability
2023-06-11,S001,Dinner,False,Flexible,Vacation
2023-06-12,S001,Lunch,False,Flexible,Vacation
2023-06-12,S001,Dinner,False,Flexible,School
2023-06-13,S001,Lunch,True,Dinner,Regular availability
2023-06-13,S001,Dinner,True,Flexible,Regular availability
2023-06-14,S001,Lunch,True,Flexible,Regular availability
2023-06-14,S001,Dinner,True,Flexible,Regular availability
2023-06-15,S001,Lunch,True,Flexible,Regular availability
2023-06-15,S001,Dinner,True,Flexible,Regular availability
2023-06-16,S001,Lunch,True,Flexible,Regular availability
2023-06-16,S001,Dinner,True,Flexible,Regular availability
2023-06-17,S001,Lunch,True,Flexible,Regular availability
2023-06-17,S001,Dinner,False,Flexible,Time off
2023-06-18,S001,Lunch,True,Flexible,Regular availability
2023-06-18,S001,Dinner,True,Flexible,Regular availability
2023-06-19,S001,Lunch,True,Flexible,Regular availability
2023-06-19,S001,Dinner,True,Flexible,Regular availability
2023-06-20,S001,lunch,True,Flexible,Regular availability
2023-06-20,S001,Dinner,True,Flexible,Regular availability
2023-06-21,S001,Lunch,True,Flexible,Regular availability
2023-06-21,S001,Dinner,True,Flexible,Regular availability
2023-06-22,S001,Lunch,True,Flexible,Regular availability
2023-06-22,S001,Dinner,True,Flexible,Regular availability
2023-06-23,S001,Lunch,False,Flexible,School
2023-06-23,S001,Dinner,True,Flexible,Regular availability
2023-06-24,S001,Lunch,True,Flexible,Regular availability
2023-06-24,S001,Dinner,True,Flexible,Regular availability
2023-06-25,S001,Lunch,True,Flexible,Regular availability
2023-06-25,S001,Dinner,True,Flexible,Regular availability
2023-06-26,S001,Lunch,True,Flexible,Regular availability
2023-06-26,S001,Dinner,True,Flexible,Regular availability
2023-06-27,S001,Lunch,True,Flexible,Regular availability
2023-06-27,S001,Dinner,False,Flexible,School
2023-06-28,S001,Lunch,True,Flexible,Regular availability
2023-06-28,S001,Dinner,False,Flexible,School
2023-06-29,S001,Lunch,True,Dinner,Regular availability
2023-06-29,S001,Dinner,True,Flexible,Regular availability
2023-06-30,S001,Lunch,True,Flexible,Regular availability
2023-06-30,S001,Dinner,False,Dinner,Time off
2023-07-01,S001,Lunch,True,Flexible,Regular availability
2023-07-01,S001,Dinner,True,Flexible,Regular availability
2023-07-02,S001,Lunch,True,Flexible,Regular availability
2023-07-02,S001,Dinner,True,Flexible,Regular availability
2023-07-03,S001,Lunch,True,Flexible,Regular availability
2023-07-03,S001,Dinner,True,Flexible,Regular availability
2023-07-04,S001,Lunch,True,Flexible,Regular availability
2023-07-04,S001,Dinner,True,Flexible,Regular availability
2023-07-05,S001,Lunch,True,Flexible,Regular availability
2023-07-05,S001,Dinner,True,Flexible,Regular availability
2023-07-06,S001,Lunch,True,Flexible,Regular availability
2023-07-06,S001,Dinner,True,Flexible,Regular availability
2023-07-07,S001,Lunch,True,Flexible,Regular availability
2023-07-07,S001,Dinner,True,Flexible,Regular availability
2023-07-08,S001,Lunch,True,Flexible,Regular availability
2023-07-08,S001,Dinner,False,Flexible,Vacation
2023-07-09,S001,Lunch,False,Flexible,Personal
2023-07-09,S001,Dinner,True,Flexible,Regular availability
2023-07-10,S001,Lunch,True,Flexible,Regular availability
2023-07-10,S001,Dinner,No,Flexible,Personal
2023-07-11,S001,Lunch,True,Flexible,Regular availability
2023-07-11,S001,Dinner,True,Flexible,Regular availability
2023-07-12,S001,Lunch,True,Flexible,Regular availability
2023-07-12,S001,Dinner,True,Flexible,Regular availability
2023-07-13,S001,Lunch,True,Flexible,Regular availability
2023-07-13,S001,Dinner,True,Flexible,Regular availability
2023-07-14,S001,Lunch,True,Flexible,Regular availability
2023-07-14,S001,Dinner,True,Flexible,Regular availability
2023-07-15,S001,Lunch,True,Flexible,Regular availability
2023-07-15,S001,Dinner,False,Flexible,Vacation
2023-07-16,S001,Lunch,False,Flexible,Vacation
2023-07-16,S001,Dinner,False,Flexible,Time off
2023-07-17,S001,Lunch,True,Flexible,Regular availability
2023-07-17,S001,Dinner,True,Flexible,Regular availability
2023-07-18,S001,Lunch,True,Flexible,Regular availability
2023-07-18,S001,Dinner,True,Flexible,Regular availability
2023-07-19,S001,Lunch,True,Flexible,Regular availability
2023-07-19,S001,Dinner,True,Flexible,Regular availability
2023-07-20,S001,Lunch,True,Flexible,Regular availability
2023-07-20,S001,Dinner,True,Flexible,Regular availability
2023-07-21,S001,Lunch,True,Flexible,Regular availability
2023-07-21,S001,Dinner,True,Flexible,Regular availability
2023-07-22,S001,Lunch,False,Flexible,Time off
2023-07-22,S001,Dinner,True,Flexible,Regular availability
2023-07-23,S001,Lunch,True,Flexible,Regular availability
2023-07-23,S001,Dinner,True,Flexible,Regular availability
2023-07-24,S001,dinner,True,Flexible,Regular availability
2023-07-24,S001,Dinner,True,Flexible,Regular availability
2023-07-25,S001,Lunch,True,Flexible,Regular availability
2023-07-25,S001,Dinner,False,Flexible,Vacation
2023-07-26,S001,Lunch,True,Flexible,Regular availability
2023-07-26,S001,Dinner,True,Flexible,Regular availability
2023-07-27,S001,Lunch,True,Flexible,Regular availability
2023-07-27,S001,Dinner,True,Flexible,Regular availability
2023-07-28,S001,Lunch,True,Flexible,Regular availability
2023-07-28,S001,Dinner,False,Flexible,Personal
2023-07-29,S001,Lunch,True,Flexible,Regular availability
2023-07-29,S001,Dinner,True,Flexible,Regular availability
2023-07-30,S001,Lunch,True,Flexible,Regular availability
2023-07-30,S001,Dinner,False,Flexible,Personal
2023-07-31,S001,Lunch,True,Flexible,Regular availability
2023-07-31,S001,Dinner,True,Flexible,Regular availability
2023-08-01,S001,Lunch,True,Flexible,Regular availability
2023-08-01,S001,Dinner,True,Flexible,Regular availability
2023-08-02,S001,Lunch,True,Flexible,Regular availability
2023-08-02,S001,Dinner,True,Flexible,Regular availability
2023-08-03,S001,Lunch,True,Flexible,Regular availability
2023-08-03,S001,Dinner,True,Flexible,Regular availability
2023-08-04,S001,Lunch,True,Flexible,Regular availability
2023-08-04,S001,Dinner,True,Flexible,Regular availability
2023-08-05,S001,Lunch,True,Flexible,Regular availability
2023-08-05,S001,Dinner,False,Flexible,Vacation
2023-08-06,S001,Lunch,False,Flexible,Time off
2023-08-06,S001,Dinner,True,Flexible,Regular availability
2023-08-07,S001,Lunch,True,Flexible,Regular availability
2023-08-07,S001,Dinner,True,Flexible,Regular availability
2023-08-08,S001,Lunch,True,Flexible,Regular availability
2023-08-08,S001,Dinner,True,Flexible,Regular availability
2023-08-09,S001,Lunch,True,Flexible,Regular availability
2023-08-09,S001,Dinner,True,Flexible,Regular availability
2023-08-10,S001,Lunch,True,Flexible,Regular availability
2023-08-10,S001,Dinner,True,Flexible,Regular availability
2023-08-11,S001,Lunch,True,Flexible,Regular availability
2023-08-11,S001,Dinner,True,Flexible,Regular availability
2023-08-12,S001,Lunch,True,Flexible,Regular availability
2023-08-12,S001,Dinner,True,Flexible,Regular availability
2023-08-13,S001,Lunch,False,Flexible,Vacation
2023-08-13,S001,Dinner,True,Flexible,Regular availability
2023-08-14,S001,Lunch,True,Flexible,Regular availability
2023-08-14,S001,Dinner,False,Flexible,Vacation
2023-08-15,S001,Lunch,True,Flexible,Regular availability
2023-08-15,S001,Dinner,True,Flexible,Regular availability
2023-08-16,S001,Lunch,True,Flexible,Regular availability
2023-08-16,S001,Dinner,True,Flexible,Regular availability
2023-08-17,S001,Lunch,True,Flexible,Regular availability
2023-08-17,S001,Dinner,True,Flexible,Regular availability
2023-08-18,S001,Lunch,True,Flexible,Regular availability
2023-08-18,S001,Dinner,True,Flexible,Regular availability
2023-08-19,S001,Lunch,True,Flexible,Regular availability
2023-08-19,S001,Dinner,True,Dinner,Regular availability
2023-08-20,S001,Lunch,True,Flexible,Regular availability
2023-08-20,S001,Dinner,False,Flexible,School
2023-08-21,S001,Lunch,True,Flexible,Regular availability
2023-08-21,S001,Dinner,True,Flexible,Regular availability
2023-08-22,S001,Lunch,True,Flexible,Regular availability
2023-08-22,S001,Dinner,True,Flexible,Regular availability
2023-08-23,S001,Lunch,True,Flexible,Regular availability
2023-08-23,S001,Dinner,True,Flexible,Regular availability
2023-08-24,S001,Lunch,True,Flexible,Regular availability
2023-08-24,S001,Dinner,True,Flexible,Regular availability
2023-08-25,S001,Lunch,True,Flexible,Regular availability
2023-08-25,S001,Dinner,True,Flexible,
2023-08-26,S001,Lunch,True,Flexible,Regular availability
2023-08-26,S001,Dinner,True,Flexible,Regular availability
2023-08-27,S001,Lunch,True,Flexible,Regular availability
2023-08-27,S001,Dinner,True,Flexible,Regular availability
2023-08-28,S001,Lunch,True,Flexible,Regular availability
2023-08-28,S001,Dinner,True,Flexible,Regular availability
2023-08-29,S001,Lunch,False,Flexible,Vacation
2023-08-29,S001,Dinner,True,Flexible,Regular availability
2023-08-30,S001,Lunch,True,Flexible,Regular availability
2024-02-31,S001,Dinner,True,Flexible,Regular availability
2023-08-31,S001,Lunch,True,Flexible,Regular availability
2023-08-31,S001,Dinner,True,Flexible,Regular availability
2023-09-01,S001,Lunch,True,Flexible,Regular availability
2023-09-01,S001,Dinner,True,Flexible,Regular availability
2023-09-02,S001,Lunch,True,Flexible,Regular availability
2023-09-02,S001,Dinner,True,Flexible,Regular availability
2023-09-03,S001,Lunch,True,Flexible,Regular availability
2023-09-03,S001,Dinner,True,Flexible,Regular availability
2023-09-04,S001,Lunch,True,Flexible,Regular availability
2023-09-04,S001,Dinner,True,Flexible,Regular availability
2023-09-05,S001,Lunch,True,Flexible,Regular availability
2023-09-05,S001,Dinner,True,Flexible,Regular availability
2023-09-06,S001,Lunch,True,Flexible,Regular availability
2023-09-06,S001,Dinner,True,Flexible,Regular availability
2023-09-07,S001,Lunch,True,Flexible,Regular availability
2023-09-07,S001,Dinner,True,Flexible,Regular availability
2023-09-08,S001,Lunch,True,Dinner,Regular availability
2023-09-08,S001,Dinner,True,Flexible,Regular availability
2023-09-09,S001,Lunch,True,Flexible,Regular availability
2023-09-09,S001,Dinner,True,Flexible,Regular availability
